Gamma	GammaRot	J	Ka	Kc	GammaVib	v1	v2	v3	v4	v5	v6	Tag	Obs	Uncertainty	Source
3	3	25	5	21	1	0	0	0	0	0	2	25-5-21-0-0-0-0-0-2	2717.95468	0.0028	05LoUlBe
2	2	25	2	23	1	1	0	0	0	0	0	25-2-23-1-0-0-0-0-0	2725.31785	0.0028	05LoUlBe
2	3	25	1	25	4	0	0	0	0	1	0	25-1-25-0-0-0-0-1-0	2748.08176	0.0028	05LoUlBe
3	2	25	0	25	4	0	0	0	0	1	0	25-0-25-0-0-0-0-1-0	2748.17137	0.0028	05LoUlBe
1	1	25	4	22	1	1	0	0	0	0	0	25-4-22-1-0-0-0-0-0	2752.03449	0.0028	05LoUlBe
4	4	25	3	22	1	1	0	0	0	0	0	25-3-22-1-0-0-0-0-0	2752.65096	0.0028	05LoUlBe
2	2	25	4	21	1	1	0	0	0	0	0	25-4-21-1-0-0-0-0-0	2758.13186	0.0028	05LoUlBe
1	4	25	3	22	4	0	0	1	0	0	1	25-3-22-0-0-1-0-0-1	2761.04856	0.0028	05LoUlBe
2	4	25	5	20	3	0	0	1	1	0	0	25-5-20-0-0-1-1-0-0	2773.51584	0.0028	05LoUlBe
3	3	25	11	15	1	0	1	0	0	0	0	25-11-15-0-1-0-0-0-0	2782.728743177	0.000970394	Marvel
4	4	25	11	14	1	0	1	0	0	0	0	25-11-14-0-1-0-0-0-0	2782.728774892	0.001107083	Marvel
1	2	25	8	17	2	0	0	0	1	0	1	25-8-17-0-0-0-1-0-1	2787.60673	0.0028	05LoUlBe
2	1	25	8	18	2	0	0	0	1	0	1	25-8-18-0-0-0-1-0-1	2787.72094	0.0028	05LoUlBe
1	4	25	1	24	4	0	0	0	0	1	0	25-1-24-0-0-0-0-1-0	2789.33466	0.0028	05LoUlBe
1	1	25	10	16	1	0	0	0	2	0	0	25-10-16-0-0-0-2-0-0	2819.00198	0.0028	05LoUlBe
2	2	25	10	15	1	0	0	0	2	0	0	25-10-15-0-0-0-2-0-0	2819.00198	0.0028	05LoUlBe
3	2	25	2	23	4	0	0	0	0	1	0	25-2-23-0-0-0-0-1-0	2824.54339	0.0028	05LoUlBe
2	3	25	3	23	4	0	0	0	0	1	0	25-3-23-0-0-0-0-1-0	2826.24724	0.0028	05LoUlBe
1	1	25	6	20	1	1	0	0	0	0	0	25-6-20-1-0-0-0-0-0	2827.80368	0.0028	05LoUlBe
2	2	25	6	19	1	1	0	0	0	0	0	25-6-19-1-0-0-0-0-0	2827.98224	0.0028	05LoUlBe
4	3	25	9	17	2	0	0	0	1	0	1	25-9-17-0-0-0-1-0-1	2848.1156	0.0028	05LoUlBe
3	4	25	9	16	2	0	0	0	1	0	1	25-9-16-0-0-0-1-0-1	2848.1156	0.0028	05LoUlBe
4	1	25	4	22	4	0	0	0	0	1	0	25-4-22-0-0-0-0-1-0	2859.23594	0.0028	05LoUlBe
1	1	25	12	14	1	0	1	0	0	0	0	25-12-14-0-1-0-0-0-0	2867.716340926	0.000955761	Marvel
2	2	25	12	13	1	0	1	0	0	0	0	25-12-13-0-1-0-0-0-0	2867.716371574	0.00095476	Marvel
4	4	25	7	18	1	1	0	0	0	0	0	25-7-18-1-0-0-0-0-0	2875.13473	0.0028	05LoUlBe
3	3	25	7	19	1	1	0	0	0	0	0	25-7-19-1-0-0-0-0-0	2875.15438	0.0028	05LoUlBe
2	3	25	5	21	4	0	0	0	0	1	0	25-5-21-0-0-0-0-1-0	2893.40234	0.0028	05LoUlBe
1	4	25	5	20	4	0	0	0	0	1	0	25-5-20-0-0-0-0-1-0	2894.08306	0.0028	05LoUlBe
1	1	25	8	18	1	1	0	0	0	0	0	25-8-18-1-0-0-0-0-0	2930.11293	0.0028	05LoUlBe
2	2	25	8	17	1	1	0	0	0	0	0	25-8-17-1-0-0-0-0-0	2930.11293	0.0028	05LoUlBe
3	2	25	6	19	4	0	0	0	0	1	0	25-6-19-0-0-0-0-1-0	2930.74249	0.0028	05LoUlBe
4	1	25	6	20	4	0	0	0	0	1	0	25-6-20-0-0-0-0-1-0	2931.22408	0.0028	05LoUlBe
3	3	25	13	13	1	0	1	0	0	0	0	25-13-13-0-1-0-0-0-0	2959.983573851	0.001104081	Marvel
4	4	25	13	12	1	0	1	0	0	0	0	25-13-12-0-1-0-0-0-0	2959.9835972	0.001273416	Marvel
1	1	25	6	20	1	0	0	2	0	0	0	25-6-20-0-0-2-0-0-0	2975.8101	0.0028	05LoUlBe
2	2	25	6	19	1	0	0	2	0	0	0	25-6-19-0-0-2-0-0-0	2975.92549	0.0028	05LoUlBe
3	3	25	9	17	1	1	0	0	0	0	0	25-9-17-1-0-0-0-0-0	2990.05003	0.0028	05LoUlBe
4	4	25	9	16	1	1	0	0	0	0	0	25-9-16-1-0-0-0-0-0	2990.05003	0.0028	05LoUlBe
1	4	25	7	18	4	0	0	0	0	1	0	25-7-18-0-0-0-0-1-0	2992.97917	0.0028	05LoUlBe
2	3	25	7	19	4	0	0	0	0	1	0	25-7-19-0-0-0-0-1-0	2993.16306	0.0028	05LoUlBe
1	1	25	10	16	1	0	0	0	0	0	2	25-10-16-0-0-0-0-0-2	3053.39073	0.0028	05LoUlBe
2	2	25	10	15	1	0	0	0	0	0	2	25-10-15-0-0-0-0-0-2	3053.39073	0.0028	05LoUlBe
1	1	25	14	12	1	0	1	0	0	0	0	25-14-12-0-1-0-0-0-0	3059.475927163	0.001119759	Marvel
2	2	25	14	11	1	0	1	0	0	0	0	25-14-11-0-1-0-0-0-0	3059.475995214	0.00112076	Marvel
1	1	25	10	16	1	1	0	0	0	0	0	25-10-16-1-0-0-0-0-0	3062.20942	0.0028	05LoUlBe
2	2	25	10	15	1	1	0	0	0	0	0	25-10-15-1-0-0-0-0-0	3062.20942	0.0028	05LoUlBe
1	1	25	8	18	1	0	0	2	0	0	0	25-8-18-0-0-2-0-0-0	3085.90978	0.0028	05LoUlBe
2	2	25	8	17	1	0	0	2	0	0	0	25-8-17-0-0-2-0-0-0	3085.90978	0.0028	05LoUlBe
2	3	25	9	17	4	0	0	0	0	1	0	25-9-17-0-0-0-0-1-0	3106.80126	0.0028	05LoUlBe
1	4	25	9	16	4	0	0	0	0	1	0	25-9-16-0-0-0-0-1-0	3106.80126	0.0028	05LoUlBe
3	3	25	15	11	1	0	1	0	0	0	0	25-15-11-0-1-0-0-0-0	3166.140852978	0.001438414	Marvel
4	4	25	15	10	1	0	1	0	0	0	0	25-15-10-0-1-0-0-0-0	3166.140863952	0.001269079	Marvel
4	1	25	10	16	4	0	0	0	0	1	0	25-10-16-0-0-0-0-1-0	3176.81291	0.0028	05LoUlBe
3	2	25	10	15	4	0	0	0	0	1	0	25-10-15-0-0-0-0-1-0	3176.81291	0.0028	05LoUlBe
2	3	25	11	15	4	0	0	0	0	1	0	25-11-15-0-0-0-0-1-0	3256.25707	0.0028	05LoUlBe
1	4	25	11	14	4	0	0	0	0	1	0	25-11-14-0-0-0-0-1-0	3256.25707	0.0028	05LoUlBe
2	3	25	13	13	4	0	0	0	0	1	0	25-13-13-0-0-0-0-1-0	3420.92111	0.0028	05LoUlBe
1	4	25	13	12	4	0	0	0	0	1	0	25-13-12-0-0-0-0-1-0	3420.92111	0.0028	05LoUlBe
2	3	25	15	11	4	0	0	0	0	1	0	25-15-11-0-0-0-0-1-0	3632.66766	0.0028	05LoUlBe
1	4	25	15	10	4	0	0	0	0	1	0	25-15-10-0-0-0-0-1-0	3632.66766	0.0028	05LoUlBe
1	1	26	0	26	1	0	0	0	0	0	0	26-0-26-0-0-0-0-0-0	635.039706297	9.8074E-05	Marvel
4	4	26	1	26	1	0	0	0	0	0	0	26-1-26-0-0-0-0-0-0	635.041717785	0.000371115	Marvel
3	3	26	1	25	1	0	0	0	0	0	0	26-1-25-0-0-0-0-0-0	677.340265799	0.000370114	Marvel
2	2	26	2	25	1	0	0	0	0	0	0	26-2-25-0-0-0-0-0-0	677.420895309	9.9075E-05	Marvel
1	1	26	2	24	1	0	0	0	0	0	0	26-2-24-0-0-0-0-0-0	713.850684062	9.9744E-05	Marvel
4	4	26	3	24	1	0	0	0	0	0	0	26-3-24-0-0-0-0-0-0	715.089939971	0.000371115	Marvel
3	3	26	3	23	1	0	0	0	0	0	0	26-3-23-0-0-0-0-0-0	741.112385817	0.000405395	Marvel
2	2	26	4	23	1	0	0	0	0	0	0	26-4-23-0-0-0-0-0-0	749.169806117	0.000101741	Marvel
1	1	26	4	22	1	0	0	0	0	0	0	26-4-22-0-0-0-0-0-0	761.108389111	0.000103407	Marvel
4	4	26	5	22	1	0	0	0	0	0	0	26-5-22-0-0-0-0-0-0	783.657479828	0.000404394	Marvel
3	3	26	5	21	1	0	0	0	0	0	0	26-5-21-0-0-0-0-0-0	786.31742674	0.000536113	Marvel
2	2	26	6	21	1	0	0	0	0	0	0	26-6-21-0-0-0-0-0-0	823.296554474	0.000132417	Marvel
1	1	26	6	20	1	0	0	0	0	0	0	26-6-20-0-0-0-0-0-0	823.581181474	0.000132384	Marvel
4	4	26	7	20	1	0	0	0	0	0	0	26-7-20-0-0-0-0-0-0	870.412071866	0.000406396	Marvel
3	3	26	7	19	1	0	0	0	0	0	0	26-7-19-0-0-0-0-0-0	870.430814319	0.000406429	Marvel
2	2	26	8	19	1	0	0	0	0	0	0	26-8-19-0-0-0-0-0-0	925.312672442	0.000434105	Marvel
1	1	26	8	18	1	0	0	0	0	0	0	26-8-18-0-0-0-0-0-0	925.313338751	0.000120752	Marvel
4	4	26	9	18	1	0	0	0	0	0	0	26-9-18-0-0-0-0-0-0	987.84312184	0.000540083	Marvel
3	3	26	9	17	1	0	0	0	0	0	0	26-9-17-0-0-0-0-0-0	987.843254406	0.000437707	Marvel
2	2	26	10	17	1	0	0	0	0	0	0	26-10-17-0-0-0-0-0-0	1057.869061771	0.000436106	Marvel
1	1	26	10	16	1	0	0	0	0	0	0	26-10-16-0-0-0-0-0-0	1057.869177851	0.000423075	Marvel
4	4	26	11	16	1	0	0	0	0	0	0	26-11-16-0-0-0-0-0-0	1135.297323909	0.000706082	Marvel
3	3	26	11	15	1	0	0	0	0	0	0	26-11-15-0-0-0-0-0-0	1135.297419002	0.000571394	Marvel
2	2	26	12	15	1	0	0	0	0	0	0	26-12-15-0-0-0-0-0-0	1220.057029823	0.000555761	Marvel
1	1	26	12	14	1	0	0	0	0	0	0	26-12-14-0-0-0-0-0-0	1220.057121732	0.000556762	Marvel
4	4	26	13	14	1	0	0	0	0	0	0	26-13-14-0-0-0-0-0-0	1312.088117529	0.000874083	Marvel
3	3	26	13	13	1	0	0	0	0	0	0	26-13-13-0-0-0-0-0-0	1312.088187553	0.000705082	Marvel
2	2	26	14	13	1	0	0	0	0	0	0	26-14-13-0-0-0-0-0-0	1411.3354421	0.00072176	Marvel
1	1	26	14	12	1	0	0	0	0	0	0	26-14-12-0-0-0-0-0-0	1411.335510154	0.000722761	Marvel
4	4	26	15	12	1	0	0	0	0	0	0	26-15-12-0-0-0-0-0-0	1517.745811714	0.001040416	Marvel
3	3	26	15	11	1	0	0	0	0	0	0	26-15-11-0-0-0-0-0-0	1517.745868188	0.000871081	Marvel
2	2	26	16	11	1	0	0	0	0	0	0	26-16-11-0-0-0-0-0-0	1631.266594873	0.00088776	Marvel
1	1	26	16	10	1	0	0	0	0	0	0	26-16-10-0-0-0-0-0-0	1631.266654573	0.00088876	Marvel
4	4	26	17	10	1	0	0	0	0	0	0	26-17-10-0-0-0-0-0-0	1751.81789197	0.000191128	Marvel
3	3	26	17	9	1	0	0	0	0	0	0	26-17-9-0-0-0-0-0-0	1751.817891979	0.000191134	Marvel
1	1	26	18	8	1	0	0	0	0	0	0	26-18-8-0-0-0-0-0-0	1879.399537	3.1726E-05	Marvel
2	2	26	18	9	1	0	0	0	0	0	0	26-18-9-0-0-0-0-0-0	1879.399537001	3.1725E-05	Marvel
1	1	26	0	26	1	0	1	0	0	0	0	26-0-26-0-1-0-0-0-0	2332.282072075	0.010097073	Marvel
4	4	26	1	26	1	0	1	0	0	0	0	26-1-26-0-1-0-0-0-0	2332.284779508	0.000770114	Marvel
3	3	26	1	25	1	0	1	0	0	0	0	26-1-25-0-1-0-0-0-0	2374.49084238	0.000771115	Marvel
2	2	26	2	25	1	0	1	0	0	0	0	26-2-25-0-1-0-0-0-0	2374.574612135	0.000499744	Marvel
1	1	26	2	24	1	0	1	0	0	0	0	26-2-24-0-1-0-0-0-0	2410.875350526	0.000499075	Marvel
4	4	26	3	24	1	0	1	0	0	0	0	26-3-24-0-1-0-0-0-0	2412.152204954	0.010371746	Marvel
3	3	26	3	23	1	0	1	0	0	0	0	26-3-23-0-1-0-0-0-0	2437.963514234	0.000771115	Marvel
2	2	26	4	23	1	0	1	0	0	0	0	26-4-23-0-1-0-0-0-0	2446.174683932	0.000503407	Marvel
1	1	26	4	22	1	0	1	0	0	0	0	26-4-22-0-1-0-0-0-0	2457.91358573	0.000259736	Marvel
4	4	26	5	22	1	0	1	0	0	0	0	26-5-22-0-1-0-0-0-0	2480.680513003	0.000936113	Marvel
3	3	26	5	21	1	0	1	0	0	0	0	26-5-21-0-1-0-0-0-0	2483.262141013	0.010537114	Marvel
1	1	26	0	26	1	0	0	0	2	0	0	26-0-26-0-0-0-2-0-0	2502.32671	0.0028	05LoUlBe
4	4	26	1	26	1	0	0	0	2	0	0	26-1-26-0-0-0-2-0-0	2502.32671	0.0028	05LoUlBe
2	2	26	6	21	1	0	1	0	0	0	0	26-6-21-0-1-0-0-0-0	2520.402142321	0.000532384	Marvel
1	1	26	6	20	1	0	1	0	0	0	0	26-6-20-0-1-0-0-0-0	2520.675328585	0.000532417	Marvel
3	3	26	1	25	1	0	0	0	2	0	0	26-1-25-0-0-0-2-0-0	2536.59618	0.0028	05LoUlBe
2	2	26	2	25	1	0	0	0	2	0	0	26-2-25-0-0-0-2-0-0	2536.65095	0.0028	05LoUlBe
2	1	26	0	26	2	0	0	0	1	0	1	26-0-26-0-0-0-1-0-1	2563.14446	0.0028	05LoUlBe
4	4	26	7	20	1	0	1	0	0	0	0	26-7-20-0-1-0-0-0-0	2567.624646533	0.000806429	Marvel
3	3	26	7	19	1	0	1	0	0	0	0	26-7-19-0-1-0-0-0-0	2567.645074257	0.004406396	Marvel
1	1	26	2	24	1	0	0	0	2	0	0	26-2-24-0-0-0-2-0-0	2567.66716	0.0028	05LoUlBe
4	4	26	3	24	1	0	0	0	2	0	0	26-3-24-0-0-0-2-0-0	2568.51494	0.0028	05LoUlBe
2	2	26	4	23	1	0	0	0	2	0	0	26-4-23-0-0-0-2-0-0	2598.11484	0.0028	05LoUlBe
1	1	26	0	26	1	0	0	0	0	0	2	26-0-26-0-0-0-0-0-2	2614.59984	0.0028	05LoUlBe
2	2	26	8	19	1	0	1	0	0	0	0	26-8-19-0-1-0-0-0-0	2622.64821564	0.000667105	Marvel
1	1	26	8	18	1	0	1	0	0	0	0	26-8-18-0-1-0-0-0-0	2622.649198647	0.00066507	Marvel
2	1	26	2	24	2	0	0	0	1	0	1	26-2-24-0-0-0-1-0-1	2630.75025	0.0028	05LoUlBe
1	2	26	4	23	2	0	0	0	1	0	1	26-4-23-0-0-0-1-0-1	2668.22855	0.0028	05LoUlBe
3	3	26	9	17	1	0	1	0	0	0	0	26-9-17-0-1-0-0-0-0	2685.309355705	0.000940083	Marvel
4	4	26	9	18	1	0	1	0	0	0	0	26-9-18-0-1-0-0-0-0	2685.309360404	0.000837707	Marvel
2	2	26	10	17	1	0	1	0	0	0	0	26-10-17-0-1-0-0-0-0	2755.499089695	0.000823075	Marvel
1	1	26	10	16	1	0	1	0	0	0	0	26-10-16-0-1-0-0-0-0	2755.499152516	0.000836106	Marvel
2	3	26	1	25	4	0	0	1	0	0	1	26-1-25-0-0-1-0-0-1	2765.87396	0.0028	05LoUlBe
4	4	26	5	22	1	0	0	0	0	0	2	26-5-22-0-0-0-0-0-2	2768.03824	0.0028	05LoUlBe
1	1	26	2	24	1	1	0	0	0	0	0	26-2-24-1-0-0-0-0-0	2775.25239	0.0028	05LoUlBe
1	4	26	1	26	4	0	0	0	0	1	0	26-1-26-0-0-0-0-1-0	2794.16126	0.0028	05LoUlBe
4	1	26	0	26	4	0	0	0	0	1	0	26-0-26-0-0-0-0-1-0	2794.19369	0.0028	05LoUlBe
2	2	26	4	23	1	1	0	0	0	0	0	26-4-23-1-0-0-0-0-0	2802.78882	0.0028	05LoUlBe
3	3	26	3	23	1	1	0	0	0	0	0	26-3-23-1-0-0-0-0-0	2804.80868	0.0028	05LoUlBe
2	3	26	3	23	4	0	0	1	0	0	1	26-3-23-0-0-1-0-0-1	2812.08636	0.0028	05LoUlBe
1	3	26	5	21	3	0	0	1	1	0	0	26-5-21-0-0-1-1-0-0	2826.66211	0.0028	05LoUlBe
4	4	26	11	16	1	0	1	0	0	0	0	26-11-16-0-1-0-0-0-0	2833.068330835	0.000971394	Marvel
3	3	26	11	15	1	0	1	0	0	0	0	26-11-15-0-1-0-0-0-0	2833.068330863	0.001106082	Marvel
2	3	26	1	25	4	0	0	0	0	1	0	26-1-25-0-0-0-0-1-0	2837.16115	0.0028	05LoUlBe
3	2	26	2	25	4	0	0	0	0	1	0	26-2-25-0-0-0-0-1-0	2837.56168	0.0028	05LoUlBe
1	2	26	8	19	2	0	0	0	1	0	1	26-8-19-0-0-0-1-0-1	2838.3113	0.0028	05LoUlBe
2	2	26	10	17	1	0	0	0	2	0	0	26-10-17-0-0-0-2-0-0	2869.38736	0.0028	05LoUlBe
1	1	26	10	16	1	0	0	0	2	0	0	26-10-16-0-0-0-2-0-0	2869.38736	0.0028	05LoUlBe
4	1	26	2	24	4	0	0	0	0	1	0	26-2-24-0-0-0-0-1-0	2874.41762	0.0028	05LoUlBe
1	4	26	3	24	4	0	0	0	0	1	0	26-3-24-0-0-0-0-1-0	2876.2066	0.0028	05LoUlBe
2	2	26	6	21	1	1	0	0	0	0	0	26-6-21-1-0-0-0-0-0	2878.8598	0.0028	05LoUlBe
1	1	26	6	20	1	1	0	0	0	0	0	26-6-20-1-0-0-0-0-0	2879.08518	0.0028	05LoUlBe
2	2	26	12	15	1	0	1	0	0	0	0	26-12-15-0-1-0-0-0-0	2917.996240693	0.000956762	Marvel
1	1	26	12	14	1	0	1	0	0	0	0	26-12-14-0-1-0-0-0-0	2917.996240718	0.000955761	Marvel
1	4	26	5	22	4	0	0	0	0	1	0	26-5-22-0-0-0-0-1-0	2944.73555	0.0028	05LoUlBe
2	3	26	5	21	4	0	0	0	0	1	0	26-5-21-0-0-0-0-1-0	2946.04075	0.0028	05LoUlBe
2	2	26	8	19	1	1	0	0	0	0	0	26-8-19-1-0-0-0-0-0	2980.95908	0.0028	05LoUlBe
1	1	26	8	18	1	1	0	0	0	0	0	26-8-18-1-0-0-0-0-0	2980.95908	0.0028	05LoUlBe
4	1	26	6	20	4	0	0	0	0	1	0	26-6-20-0-0-0-0-1-0	2981.98849	0.0028	05LoUlBe
3	2	26	6	21	4	0	0	0	0	1	0	26-6-21-0-0-0-0-1-0	2982.57674	0.0028	05LoUlBe
4	4	26	13	14	1	0	1	0	0	0	0	26-13-14-0-1-0-0-0-0	3010.208577164	0.001105082	Marvel
3	3	26	13	13	1	0	1	0	0	0	0	26-13-13-0-1-0-0-0-0	3010.208603982	0.001138394	Marvel
2	2	26	6	21	1	0	0	2	0	0	0	26-6-21-0-0-2-0-0-0	3026.93572	0.0028	05LoUlBe
1	1	26	6	20	1	0	0	2	0	0	0	26-6-20-0-0-2-0-0-0	3027.10279	0.0028	05LoUlBe
2	3	26	7	19	4	0	0	0	0	1	0	26-7-19-0-0-0-0-1-0	3045.13534	0.0028	05LoUlBe
2	2	26	10	17	1	0	0	0	0	0	2	26-10-17-0-0-0-0-0-2	3104.36893	0.0028	05LoUlBe
1	1	26	10	16	1	0	0	0	0	0	2	26-10-16-0-0-0-0-0-2	3104.36893	0.0028	05LoUlBe
2	2	26	14	13	1	0	1	0	0	0	0	26-14-13-0-1-0-0-0-0	3109.64948862	0.001122761	Marvel
1	1	26	14	12	1	0	1	0	0	0	0	26-14-12-0-1-0-0-0-0	3109.649510559	0.00112176	Marvel
2	2	26	10	17	1	1	0	0	0	0	0	26-10-17-1-0-0-0-0-0	3112.96169	0.0028	05LoUlBe
1	1	26	10	16	1	1	0	0	0	0	0	26-10-16-1-0-0-0-0-0	3112.96169	0.0028	05LoUlBe
2	2	26	8	19	1	0	0	2	0	0	0	26-8-19-0-0-2-0-0-0	3137.10915	0.0028	05LoUlBe
1	1	26	8	18	1	0	0	2	0	0	0	26-8-18-0-0-2-0-0-0	3137.10915	0.0028	05LoUlBe
1	4	26	9	18	4	0	0	0	0	1	0	26-9-18-0-0-0-0-1-0	3158.52313	0.0028	05LoUlBe
2	3	26	9	17	4	0	0	0	0	1	0	26-9-17-0-0-0-0-1-0	3158.52313	0.0028	05LoUlBe
1	4	26	11	16	4	0	0	0	0	1	0	26-11-16-0-0-0-0-1-0	3307.88432	0.0028	05LoUlBe
2	3	26	11	15	4	0	0	0	0	1	0	26-11-15-0-0-0-0-1-0	3307.88432	0.0028	05LoUlBe
2	2	27	0	27	1	0	0	0	0	0	0	27-0-27-0-0-0-0-0-0	683.011068188	0.000101076	Marvel
3	3	27	1	27	1	0	0	0	0	0	0	27-1-27-0-0-0-0-0-0	683.012395811	0.000372116	Marvel
4	4	27	1	26	1	0	0	0	0	0	0	27-1-26-0-0-0-0-0-0	727.098988805	0.000371115	Marvel
1	1	27	2	26	1	0	0	0	0	0	0	27-2-26-0-0-0-0-0-0	727.155264228	0.000100076	Marvel
2	2	27	2	25	1	0	0	0	0	0	0	27-2-25-0-0-0-0-0-0	765.599195221	0.000101076	Marvel
3	3	27	3	25	1	0	0	0	0	0	0	27-3-25-0-0-0-0-0-0	766.525097799	0.000372116	Marvel
4	4	27	3	24	1	0	0	0	0	0	0	27-3-24-0-0-0-0-0-0	795.204182033	0.000438708	Marvel
1	1	27	4	24	1	0	0	0	0	0	0	27-4-24-0-0-0-0-0-0	801.917480428	0.000134083	Marvel
2	2	27	4	23	1	0	0	0	0	0	0	27-4-23-0-0-0-0-0-0	816.239843406	0.000135749	Marvel
3	3	27	5	23	1	0	0	0	0	0	0	27-5-23-0-0-0-0-0-0	836.962531035	0.000439709	Marvel
4	4	27	5	22	1	0	0	0	0	0	0	27-5-22-0-0-0-0-0-0	840.595763373	0.000537114	Marvel
1	1	27	6	22	1	0	0	0	0	0	0	27-6-22-0-0-0-0-0-0	876.567535818	0.000114077	Marvel
2	2	27	6	21	1	0	0	0	0	0	0	27-6-21-0-0-0-0-0-0	877.002415817	0.000117417	Marvel
3	3	27	7	21	1	0	0	0	0	0	0	27-7-21-0-0-0-0-0-0	923.496380567	0.000571394	Marvel
4	4	27	7	20	1	0	0	0	0	0	0	27-7-20-0-0-0-0-0-0	923.527752154	0.000572395	Marvel
1	1	27	8	20	1	0	0	0	0	0	0	27-8-20-0-0-0-0-0-0	978.242442581	0.000274752	Marvel
2	2	27	8	19	1	0	0	0	0	0	0	27-8-19-0-0-0-0-0-0	978.24399953	0.000271412	Marvel
3	3	27	9	19	1	0	0	0	0	0	0	27-9-19-0-0-0-0-0-0	1040.659505209	0.000573396	Marvel
4	4	27	9	18	1	0	0	0	0	0	0	27-9-18-0-0-0-0-0-0	1040.65962827	0.000573429	Marvel
1	1	27	10	18	1	0	0	0	0	0	0	27-10-18-0-0-0-0-0-0	1110.597273872	0.000601105	Marvel
2	2	27	10	17	1	0	0	0	0	0	0	27-10-17-0-0-0-0-0-0	1110.597462337	0.000924075	Marvel
3	3	27	11	17	1	0	0	0	0	0	0	27-11-17-0-0-0-0-0-0	1187.952836009	0.000707083	Marvel
4	4	27	11	16	1	0	0	0	0	0	0	27-11-16-0-0-0-0-0-0	1187.952995994	0.000604707	Marvel
1	1	27	12	16	1	0	0	0	0	0	0	27-12-16-0-0-0-0-0-0	1272.64938604	0.000603106	Marvel
2	2	27	12	15	1	0	0	0	0	0	0	27-12-15-0-0-0-0-0-0	1272.64949197	0.000590075	Marvel
3	3	27	13	15	1	0	0	0	0	0	0	27-13-15-0-0-0-0-0-0	1364.623136046	0.000873082	Marvel
4	4	27	13	14	1	0	0	0	0	0	0	27-13-14-0-0-0-0-0-0	1364.623216495	0.000738394	Marvel
1	1	27	14	14	1	0	0	0	0	0	0	27-14-14-0-0-0-0-0-0	1463.816724822	0.000722761	Marvel
2	2	27	14	13	1	0	0	0	0	0	0	27-14-13-0-0-0-0-0-0	1463.816790623	0.000723762	Marvel
3	3	27	15	13	1	0	0	0	0	0	0	27-15-13-0-0-0-0-0-0	1570.175444852	0.001041083	Marvel
4	4	27	15	12	1	0	0	0	0	0	0	27-15-12-0-0-0-0-0-0	1570.175477853	0.000872082	Marvel
1	1	27	16	12	1	0	0	0	0	0	0	27-16-12-0-0-0-0-0-0	1683.645506238	0.00088876	Marvel
2	2	27	16	11	1	0	0	0	0	0	0	27-16-11-0-0-0-0-0-0	1683.645582867	0.000889761	Marvel
3	3	27	17	11	1	0	0	0	0	0	0	27-17-11-0-0-0-0-0-0	1804.14643197	0.000358128	Marvel
4	4	27	17	10	1	0	0	0	0	0	0	27-17-10-0-0-0-0-0-0	1804.146431979	0.000358134	Marvel
2	2	27	18	9	1	0	0	0	0	0	0	27-18-9-0-0-0-0-0-0	1931.677185	0.000198726	Marvel
1	1	27	18	10	1	0	0	0	0	0	0	27-18-10-0-0-0-0-0-0	1931.677185001	0.000198725	Marvel
2	2	27	0	27	1	0	1	0	0	0	0	27-0-27-0-1-0-0-0-0	2379.918742442	0.000428074	Marvel
3	3	27	1	27	1	0	1	0	0	0	0	27-1-27-0-1-0-0-0-0	2379.920508105	0.000701115	Marvel
4	4	27	1	26	1	0	1	0	0	0	0	27-1-26-0-1-0-0-0-0	2423.912331213	0.000772116	Marvel
1	1	27	2	26	1	0	1	0	0	0	0	27-2-26-0-1-0-0-0-0	2423.97078142	0.004101076	Marvel
2	2	27	2	25	1	0	1	0	0	0	0	27-2-25-0-1-0-0-0-0	2462.287581556	0.000500076	Marvel
3	3	27	3	25	1	0	1	0	0	0	0	27-3-25-0-1-0-0-0-0	2463.243457707	0.020539116	Marvel
4	4	27	3	24	1	0	1	0	0	0	0	27-3-24-0-1-0-0-0-0	2491.710210923	0.000565395	Marvel
1	1	27	4	24	1	0	1	0	0	0	0	27-4-24-0-1-0-0-0-0	2498.566986145	0.000535749	Marvel
2	2	27	4	23	1	0	1	0	0	0	0	27-4-23-0-1-0-0-0-0	2512.665797307	0.000534083	Marvel
3	3	27	5	23	1	0	1	0	0	0	0	27-5-23-0-1-0-0-0-0	2533.617846797	0.000937114	Marvel
4	4	27	5	22	1	0	1	0	0	0	0	27-5-22-0-1-0-0-0-0	2537.148314043	0.010536113	Marvel
2	2	27	0	27	1	0	0	0	2	0	0	27-0-27-0-0-0-2-0-0	2550.37588	0.0028	05LoUlBe
3	3	27	1	27	1	0	0	0	2	0	0	27-1-27-0-0-0-2-0-0	2550.37588	0.0028	05LoUlBe
1	1	27	6	22	1	0	1	0	0	0	0	27-6-22-0-1-0-0-0-0	2573.300368697	0.000517417	Marvel
2	2	27	6	21	1	0	1	0	0	0	0	27-6-21-0-1-0-0-0-0	2573.717980902	0.000514077	Marvel
4	4	27	1	26	1	0	0	0	2	0	0	27-1-26-0-0-0-2-0-0	2585.87949	0.0028	05LoUlBe
1	1	27	2	26	1	0	0	0	2	0	0	27-2-26-0-0-0-2-0-0	2585.917	0.0028	05LoUlBe
1	2	27	0	27	2	0	0	0	1	0	1	27-0-27-0-0-0-1-0-1	2611.169	0.0028	05LoUlBe
2	2	27	2	25	1	0	0	0	2	0	0	27-2-25-0-0-0-2-0-0	2618.54813	0.0028	05LoUlBe
